Degree,Specialization,YearOfPassing,CGPA,Certifications,JobRole
B.Tech,ML,2024,5.6,10,Software Engineer
M.Tech,CSE,2017,6.34,4,Software Engineer
B.Tech,ML,2022,7.1,16,ML Developer
Other,CSE,2022,9.19,9,Software Engineer
B.Tech,CE,2020,10.0,10,Software Engineer
BCA,DS,2024,7.53,16,Data Analyst
M.Tech,ML,2015,6.58,5,ML Developer
PhD,AI,2017,7.44,12,ML Developer
B.Tech,ML,2021,7.87,12,AI Developer
B.Tech,DS,2021,6.42,4,Data Scientist
PhD,AI,2022,8.95,17,AI Developer
Other,CSE,2020,7.08,13,Software Engineer
M.Tech,DS,2019,7.4,10,Data Analyst
M.Tech,ML,2024,7.6,4,ML Developer
M.Tech,Other,2020,7.31,10,Manager
Other,IT,2017,7.81,15,Software Engineer
M.Tech,IT,2019,6.06,20,Software Engineer
M.Tech,CSE,2022,6.13,10,Software Engineer
B.Tech,CSE,2022,5.48,2,Software Engineer
B.Tech,AI,2015,7.33,16,AI Developer
B.Tech,AI,2015,7.73,2,AI Developer
B.Tech,CSE,2023,7.35,18,Software Engineer
B.Tech,CE,2019,8.81,5,Software Engineer
B.Tech,DS,2019,6.79,8,Data Analyst
Other,CSE,2021,7.6,14,Software Engineer
B.Tech,DS,2019,5.49,10,Data Analyst
B.Tech,IT,2020,6.34,19,Software Engineer
B.Tech,ML,2019,7.63,5,ML Developer
B.Tech,CSE,2019,7.82,19,Software Engineer
Other,IT,2017,6.45,13,Software Engineer
BCA,ML,2016,6.71,5,Data Analyst
B.Tech,CSE,2020,4.98,15,Software Engineer
B.Tech,IT,2021,6.37,15,Software Engineer
B.Tech,AI,2021,7.87,3,ML Developer
M.Tech,CSE,2018,7.49,19,Software Engineer
M.Tech,CSE,2023,7.4,19,Software Engineer
PhD,CE,2021,6.86,5,Data Analyst
M.Tech,IT,2023,6.81,15,Software Engineer
BCA,CE,2019,6.01,4,Data Analyst
M.Tech,ML,2024,7.64,16,ML Developer
PhD,CSE,2024,7.31,17,Software Engineer
BCA,CE,2018,7.39,17,Software Engineer
B.Tech,ML,2022,6.17,5,Software Engineer
PhD,AI,2017,4.22,10,Manager
BCA,DS,2022,8.12,20,Data Scientist
B.Tech,CE,2024,6.23,4,Software Engineer
B.Tech,CSE,2015,5.76,17,Software Engineer
B.Tech,CE,2016,7.63,10,Software Engineer
B.Tech,Other,2018,6.33,18,AI Developer
BCA,AI,2024,8.07,4,ML Developer
M.Tech,CSE,2018,7.54,6,Software Engineer
M.Tech,CSE,2016,7.62,19,Software Engineer
M.Tech,AI,2021,5.16,13,Data Scientist
BCA,IT,2021,8.25,5,Software Engineer
B.Tech,CSE,2021,7.11,1,Data Analyst
B.Tech,AI,2024,6.36,15,Manager
Other,IT,2017,6.97,15,Software Engineer
PhD,IT,2015,4.67,6,Data Analyst
M.Tech,DS,2018,7.29,12,Data Scientist
M.Tech,IT,2017,5.56,5,Data Analyst
M.Tech,AI,2022,5.18,5,AI Developer
BCA,AI,2021,4.97,3,Data Scientist
M.Tech,Other,2024,8.14,6,Data Analyst
BCA,IT,2023,6.04,9,Software Engineer
B.Tech,CSE,2024,8.64,12,Software Engineer
M.Tech,ML,2016,6.16,2,Manager
PhD,CSE,2016,4.75,4,Data Analyst
Other,IT,2018,5.46,8,Software Engineer
PhD,CSE,2021,8.28,14,Software Engineer
Other,CE,2019,6.61,4,Software Engineer
BCA,CE,2020,6.14,20,Software Engineer
M.Tech,CE,2017,6.99,11,Software Engineer
B.Tech,IT,2017,7.4,19,Software Engineer
M.Tech,CSE,2022,8.14,15,Software Engineer
M.Tech,CSE,2017,8.54,14,Software Engineer
BCA,ML,2018,6.37,3,Data Analyst
B.Tech,Other,2016,5.21,7,Manager
BCA,DS,2020,6.3,14,Data Analyst
PhD,CSE,2023,7.11,16,Software Engineer
B.Tech,CSE,2022,5.64,17,Software Engineer
B.Tech,AI,2023,5.65,5,Manager
B.Tech,AI,2016,7.21,19,AI Developer
BCA,CSE,2016,6.74,16,Software Engineer
B.Tech,AI,2020,6.84,1,Software Engineer
BCA,CSE,2019,5.89,13,Software Engineer
BCA,CE,2017,6.52,10,Software Engineer
B.Tech,AI,2023,5.69,20,Data Analyst
B.Tech,AI,2023,7.87,4,ML Developer
Other,Other,2015,8.04,2,AI Developer
B.Tech,CSE,2015,4.58,5,Software Engineer
M.Tech,ML,2015,5.68,8,ML Developer
B.Tech,DS,2024,5.0,2,Data Analyst
B.Tech,IT,2024,6.02,3,Data Analyst
Other,CSE,2015,6.7,4,Software Engineer
M.Tech,CSE,2020,5.06,14,Software Engineer
M.Tech,ML,2018,5.69,1,Manager
B.Tech,ML,2018,5.6,18,Data Analyst
PhD,AI,2015,7.05,18,ML Developer
B.Tech,IT,2017,6.88,14,Software Engineer
BCA,IT,2016,5.93,15,Software Engineer
B.Tech,AI,2020,7.01,12,AI Developer
B.Tech,CE,2018,6.14,3,Software Engineer
B.Tech,ML,2023,6.47,19,Manager
Other,CE,2018,8.81,2,Software Engineer
B.Tech,IT,2019,8.41,2,Data Analyst
B.Tech,AI,2018,5.24,10,Software Engineer
M.Tech,IT,2016,7.8,3,Software Engineer
B.Tech,IT,2022,7.77,12,Software Engineer
PhD,DS,2022,5.42,10,Data Scientist
BCA,CSE,2018,7.78,17,Software Engineer
PhD,CSE,2023,8.65,17,Software Engineer
B.Tech,CSE,2021,5.45,20,Software Engineer
M.Tech,CE,2017,5.7,17,Software Engineer
B.Tech,ML,2018,8.02,4,AI Developer
BCA,CSE,2018,7.13,15,Software Engineer
M.Tech,IT,2016,7.46,1,Data Analyst
BCA,CSE,2024,7.21,13,Software Engineer
B.Tech,Other,2015,7.27,9,Data Analyst
B.Tech,CE,2021,5.21,13,Software Engineer
B.Tech,CSE,2021,8.06,6,Data Analyst
M.Tech,AI,2015,8.2,18,ML Developer
Other,DS,2020,6.52,9,Data Scientist
M.Tech,ML,2020,6.75,20,ML Developer
PhD,ML,2015,4.96,4,Manager
Other,DS,2019,7.42,18,Data Analyst
M.Tech,AI,2023,7.49,9,AI Developer
B.Tech,ML,2018,6.73,5,Manager
B.Tech,AI,2019,8.15,3,Data Scientist
BCA,CSE,2024,6.4,13,Software Engineer
B.Tech,CSE,2019,7.48,9,Software Engineer
BCA,ML,2024,5.58,1,Manager
B.Tech,AI,2019,6.77,6,ML Developer
M.Tech,IT,2022,6.59,2,Data Analyst
M.Tech,ML,2018,7.07,14,AI Developer
Other,CSE,2024,6.36,18,Software Engineer
B.Tech,CE,2017,6.64,9,Software Engineer
BCA,CSE,2022,7.79,5,Software Engineer
M.Tech,CSE,2024,6.28,2,Software Engineer
B.Tech,CE,2023,4.87,15,Software Engineer
M.Tech,CE,2018,8.9,2,Data Analyst
Other,CE,2020,8.46,18,Software Engineer
BCA,AI,2020,5.25,4,Manager
M.Tech,CSE,2016,7.63,8,Software Engineer
B.Tech,IT,2021,6.2,3,Data Analyst
PhD,CSE,2020,7.12,20,Software Engineer
BCA,CSE,2021,7.15,12,Software Engineer
M.Tech,Other,2024,6.52,1,Software Engineer
B.Tech,CSE,2017,5.86,19,Software Engineer
B.Tech,AI,2020,5.97,17,Data Scientist
BCA,IT,2024,5.7,12,Software Engineer
Other,IT,2024,5.8,2,Software Engineer
B.Tech,Other,2016,6.72,3,Software Engineer
M.Tech,Other,2023,5.94,14,Data Analyst
BCA,ML,2023,7.62,2,ML Developer
M.Tech,IT,2020,8.58,9,Software Engineer
B.Tech,AI,2018,6.1,11,Software Engineer
BCA,Other,2018,7.09,15,AI Developer
BCA,CSE,2018,7.4,15,Software Engineer
BCA,DS,2020,7.37,3,Data Analyst
M.Tech,DS,2022,6.89,20,Data Analyst
BCA,CSE,2017,7.69,18,Software Engineer
B.Tech,DS,2024,7.38,5,Data Scientist
BCA,CSE,2016,5.31,3,Data Analyst
B.Tech,Other,2024,7.84,16,Data Scientist
PhD,CSE,2017,7.86,15,Software Engineer
B.Tech,CSE,2019,5.88,18,Software Engineer
BCA,IT,2016,6.85,5,Software Engineer
BCA,CE,2017,7.62,3,Software Engineer
M.Tech,IT,2021,6.55,14,Software Engineer
B.Tech,IT,2023,8.09,8,Data Analyst
B.Tech,DS,2020,9.64,19,Data Scientist
B.Tech,ML,2016,5.86,12,ML Developer
Other,AI,2021,5.14,10,ML Developer
BCA,ML,2024,7.16,17,AI Developer
PhD,AI,2020,7.67,15,AI Developer
B.Tech,IT,2024,6.52,9,Software Engineer
Other,CE,2019,8.54,16,Software Engineer
B.Tech,AI,2023,5.19,19,Data Analyst
BCA,IT,2020,7.63,13,Software Engineer
B.Tech,CSE,2017,6.07,2,Software Engineer
B.Tech,CSE,2024,8.86,11,Software Engineer
B.Tech,CSE,2016,9.19,10,Software Engineer
B.Tech,IT,2017,5.88,10,Software Engineer
Other,CSE,2024,6.14,4,Software Engineer
M.Tech,CSE,2018,7.83,18,Software Engineer
BCA,ML,2015,6.34,20,Manager
Other,IT,2018,6.75,1,Data Analyst
BCA,CE,2018,6.83,10,Software Engineer
Other,AI,2022,4.5,17,Software Engineer
BCA,CSE,2016,6.78,4,Data Analyst
PhD,IT,2016,5.97,5,Data Analyst
BCA,CSE,2020,6.21,3,Software Engineer
BCA,CSE,2023,8.53,11,Software Engineer
B.Tech,AI,2023,5.29,3,Data Scientist
M.Tech,DS,2015,7.78,14,Data Analyst
BCA,IT,2018,6.47,18,Software Engineer
M.Tech,DS,2015,6.46,1,Data Analyst
M.Tech,DS,2018,7.75,7,Data Analyst
B.Tech,ML,2022,7.21,10,AI Developer
M.Tech,CE,2023,7.48,7,Software Engineer
B.Tech,IT,2024,7.96,7,Software Engineer
B.Tech,AI,2024,6.4,13,Data Scientist
M.Tech,AI,2022,6.07,17,Data Scientist
Other,DS,2018,5.5,10,Data Scientist
M.Tech,AI,2024,5.81,12,Data Analyst
M.Tech,CE,2016,10.0,10,Software Engineer
B.Tech,IT,2018,8.29,14,Software Engineer
B.Tech,IT,2020,5.18,4,Data Analyst
M.Tech,ML,2022,5.21,16,Data Analyst
B.Tech,CSE,2019,7.38,9,Software Engineer
M.Tech,DS,2021,7.46,2,Data Analyst
B.Tech,AI,2021,7.46,13,Data Scientist
B.Tech,CSE,2015,6.49,9,Software Engineer
M.Tech,CSE,2015,6.65,10,Software Engineer
B.Tech,CSE,2017,7.19,18,Software Engineer
B.Tech,AI,2024,6.9,20,AI Developer
B.Tech,IT,2015,4.14,13,Software Engineer
B.Tech,ML,2020,6.52,18,Manager
M.Tech,IT,2020,5.78,18,Software Engineer
B.Tech,CSE,2023,7.01,13,Software Engineer
PhD,CSE,2017,10.0,12,Software Engineer
B.Tech,CSE,2018,7.24,1,Software Engineer
BCA,ML,2023,6.42,4,Data Analyst
B.Tech,IT,2017,7.91,10,Software Engineer
B.Tech,CSE,2018,7.38,2,Data Analyst
BCA,ML,2021,7.3,13,AI Developer
BCA,CSE,2016,7.53,3,Software Engineer
M.Tech,ML,2021,9.27,1,AI Developer
BCA,AI,2017,5.44,4,Data Scientist
M.Tech,IT,2024,7.37,10,Software Engineer
BCA,IT,2015,5.69,10,Software Engineer
B.Tech,CSE,2019,7.47,19,Software Engineer
M.Tech,CSE,2016,5.7,8,Data Analyst
M.Tech,IT,2023,6.3,17,Software Engineer
B.Tech,CE,2022,6.45,13,Software Engineer
Other,ML,2016,7.97,15,AI Developer
Other,IT,2018,7.9,15,Software Engineer
B.Tech,AI,2019,5.31,11,Software Engineer
BCA,Other,2016,6.87,18,Software Engineer
B.Tech,DS,2024,5.95,8,Data Analyst
B.Tech,ML,2023,5.29,19,Software Engineer
B.Tech,IT,2021,6.54,10,Software Engineer
BCA,ML,2015,6.43,11,Data Scientist
M.Tech,IT,2015,9.71,9,Software Engineer
M.Tech,ML,2022,7.32,18,ML Developer
Other,CSE,2022,5.15,16,Software Engineer
M.Tech,DS,2016,6.12,4,Data Analyst
B.Tech,CSE,2015,8.03,6,Software Engineer
B.Tech,IT,2016,9.31,2,Data Analyst
M.Tech,AI,2023,4.9,16,Software Engineer
BCA,IT,2021,4.54,1,Data Analyst
B.Tech,Other,2019,9.05,17,AI Developer
M.Tech,IT,2017,7.27,5,Data Analyst
M.Tech,CSE,2024,5.76,12,Software Engineer
M.Tech,CSE,2022,7.44,7,Data Analyst
Other,ML,2017,3.64,6,Data Analyst
BCA,IT,2020,6.8,14,Software Engineer
B.Tech,IT,2015,7.19,10,Software Engineer
BCA,CSE,2016,7.91,18,Software Engineer
M.Tech,CE,2024,5.58,15,Software Engineer
M.Tech,CE,2023,6.9,8,Data Analyst
M.Tech,DS,2019,5.69,10,Data Scientist
PhD,AI,2019,7.11,12,ML Developer
B.Tech,CSE,2023,5.73,7,Software Engineer
M.Tech,CSE,2018,6.31,9,Software Engineer
B.Tech,AI,2017,5.61,17,Data Analyst
M.Tech,IT,2024,7.58,19,Software Engineer
M.Tech,Other,2024,7.83,16,Software Engineer
B.Tech,ML,2018,6.52,3,Data Analyst
B.Tech,CSE,2015,6.85,11,Software Engineer
B.Tech,Other,2017,5.06,17,ML Developer
B.Tech,IT,2019,6.44,17,Software Engineer
BCA,CSE,2021,6.74,13,Software Engineer
BCA,ML,2020,9.94,10,Data Scientist
B.Tech,CE,2024,5.47,7,Software Engineer
Other,ML,2017,8.56,14,ML Developer
M.Tech,ML,2016,8.0,18,Data Scientist
M.Tech,CSE,2020,7.14,15,Software Engineer
BCA,CSE,2021,8.91,7,Software Engineer
B.Tech,CSE,2015,7.25,7,Data Analyst
B.Tech,CSE,2024,7.27,10,Software Engineer
B.Tech,DS,2019,6.74,17,Data Scientist
M.Tech,CE,2019,8.27,16,Software Engineer
B.Tech,Other,2019,8.12,9,Data Scientist
B.Tech,AI,2015,6.05,16,Data Analyst
M.Tech,IT,2022,5.22,18,Software Engineer
BCA,CE,2015,6.56,20,Software Engineer
PhD,CSE,2017,5.84,5,Software Engineer
B.Tech,ML,2015,6.72,15,Data Scientist
BCA,CSE,2023,8.28,9,Software Engineer
Other,CSE,2024,6.25,1,Data Analyst
BCA,ML,2020,6.75,6,Data Analyst
BCA,IT,2015,6.87,13,Software Engineer
B.Tech,AI,2015,7.82,3,AI Developer
BCA,CSE,2019,4.1,3,Software Engineer
B.Tech,CSE,2018,6.07,17,Software Engineer
B.Tech,AI,2015,7.05,10,AI Developer
B.Tech,CSE,2024,8.24,3,Data Analyst
B.Tech,DS,2017,6.21,3,Data Analyst
M.Tech,Other,2017,4.55,1,Software Engineer
M.Tech,IT,2018,7.54,10,Software Engineer
BCA,AI,2018,6.04,5,AI Developer
B.Tech,ML,2017,5.37,9,Software Engineer
M.Tech,IT,2018,6.05,9,Software Engineer
PhD,CSE,2019,6.58,9,Software Engineer
M.Tech,CSE,2022,6.07,12,Software Engineer
M.Tech,CSE,2023,4.15,15,Software Engineer
BCA,AI,2017,7.88,2,Data Scientist
M.Tech,CSE,2024,8.33,7,Data Analyst
B.Tech,ML,2019,7.58,7,AI Developer
Other,AI,2019,5.43,3,Data Analyst
BCA,CSE,2022,6.56,9,Software Engineer
B.Tech,CSE,2017,6.79,16,Software Engineer
B.Tech,AI,2020,7.52,19,AI Developer
M.Tech,CE,2016,7.6,12,Software Engineer
PhD,CE,2021,5.92,16,Software Engineer
B.Tech,AI,2016,6.9,6,AI Developer
B.Tech,IT,2017,7.35,1,Data Analyst
BCA,IT,2024,8.55,14,Software Engineer
BCA,IT,2018,7.65,9,Software Engineer
BCA,AI,2022,7.75,13,AI Developer
Other,DS,2023,6.9,4,Data Analyst
BCA,Other,2021,8.49,19,Manager
B.Tech,CSE,2019,7.29,20,Software Engineer
Other,DS,2018,5.77,19,Data Scientist
B.Tech,CSE,2015,8.48,3,Data Analyst
BCA,CSE,2020,7.64,15,Software Engineer
B.Tech,IT,2017,6.27,7,Software Engineer
B.Tech,CE,2018,6.22,7,Data Analyst
B.Tech,CSE,2023,7.16,12,Software Engineer
B.Tech,CSE,2016,7.36,16,Software Engineer
M.Tech,IT,2018,7.04,16,Software Engineer
M.Tech,ML,2018,7.17,4,AI Developer
B.Tech,DS,2021,8.84,11,Data Scientist
BCA,ML,2021,8.09,20,AI Developer
B.Tech,IT,2024,7.03,1,Software Engineer
PhD,CSE,2018,7.93,12,Software Engineer
B.Tech,IT,2015,5.56,20,Software Engineer
M.Tech,IT,2016,7.28,8,Software Engineer
M.Tech,CE,2019,8.97,14,Software Engineer
B.Tech,IT,2017,6.54,14,Software Engineer
B.Tech,CSE,2022,5.78,2,Data Analyst
Other,IT,2017,6.02,13,Software Engineer
M.Tech,ML,2022,5.49,3,AI Developer
M.Tech,CSE,2021,5.86,1,Software Engineer
B.Tech,AI,2021,6.36,15,Manager
M.Tech,Other,2021,5.11,14,Manager
B.Tech,CSE,2016,6.82,20,Software Engineer
BCA,DS,2023,7.88,12,Data Scientist
BCA,ML,2020,5.71,4,Software Engineer
Other,IT,2021,8.62,3,Software Engineer
B.Tech,DS,2024,7.41,9,Data Analyst
BCA,ML,2022,8.04,14,AI Developer
B.Tech,CSE,2022,6.01,15,Software Engineer
B.Tech,DS,2020,7.83,9,Data Analyst
M.Tech,ML,2015,5.49,18,AI Developer
B.Tech,IT,2015,7.87,15,Software Engineer
B.Tech,AI,2024,7.01,4,AI Developer
B.Tech,ML,2018,7.46,6,AI Developer
B.Tech,ML,2022,5.39,14,AI Developer
B.Tech,IT,2024,5.73,8,Data Analyst
B.Tech,CSE,2015,7.52,5,Software Engineer
B.Tech,Other,2016,5.66,11,Data Scientist
BCA,IT,2015,7.36,6,Data Analyst
BCA,ML,2016,5.16,14,Manager
BCA,AI,2019,7.82,20,ML Developer
PhD,CSE,2015,5.32,12,Software Engineer
M.Tech,CSE,2021,7.46,9,Software Engineer
BCA,ML,2019,7.55,17,ML Developer
M.Tech,DS,2019,5.96,9,Data Analyst
B.Tech,ML,2017,7.5,9,AI Developer
M.Tech,Other,2020,7.11,4,Software Engineer
B.Tech,ML,2018,6.15,3,Data Analyst
B.Tech,ML,2022,5.59,19,ML Developer
M.Tech,CSE,2021,4.44,16,Software Engineer
Other,CE,2020,7.22,11,Software Engineer
B.Tech,IT,2022,4.92,16,Software Engineer
B.Tech,AI,2021,6.91,9,ML Developer
B.Tech,DS,2016,6.48,16,Data Analyst
B.Tech,CSE,2023,7.61,12,Software Engineer
B.Tech,ML,2022,6.44,15,Manager
B.Tech,AI,2024,6.4,12,Data Analyst
B.Tech,Other,2015,7.68,10,Data Analyst
BCA,Other,2021,7.2,18,Software Engineer
B.Tech,DS,2016,7.18,4,Data Analyst
B.Tech,CSE,2019,7.36,6,Software Engineer
BCA,Other,2021,4.96,18,ML Developer
B.Tech,CSE,2024,7.71,9,Software Engineer
B.Tech,IT,2016,7.53,11,Software Engineer
M.Tech,IT,2018,5.58,13,Software Engineer
M.Tech,IT,2022,6.51,6,Software Engineer
B.Tech,CE,2020,6.75,15,Software Engineer
M.Tech,AI,2016,6.64,13,Data Analyst
M.Tech,Other,2021,7.2,7,Data Scientist
B.Tech,CSE,2024,8.52,20,Software Engineer
M.Tech,CE,2024,8.1,14,Software Engineer
Other,CSE,2018,5.23,6,Data Analyst
M.Tech,Other,2015,7.55,20,Data Scientist
B.Tech,IT,2018,8.39,6,Data Analyst
B.Tech,DS,2017,7.26,16,Data Scientist
Other,CSE,2019,8.11,3,Software Engineer
B.Tech,IT,2018,9.21,20,Software Engineer
B.Tech,CSE,2017,8.03,15,Software Engineer
M.Tech,CSE,2024,7.1,11,Software Engineer
PhD,DS,2018,8.05,15,Data Scientist
B.Tech,ML,2021,6.97,17,ML Developer
PhD,CE,2021,6.83,9,Software Engineer
PhD,IT,2024,6.38,18,Software Engineer
BCA,IT,2015,8.68,10,Software Engineer
BCA,ML,2015,5.82,12,ML Developer
BCA,IT,2022,8.64,14,Software Engineer
BCA,CSE,2019,7.4,19,Software Engineer
BCA,CSE,2017,5.12,12,Software Engineer
B.Tech,CSE,2018,7.24,16,Software Engineer
B.Tech,CE,2016,4.28,15,Software Engineer
PhD,IT,2018,7.55,9,Software Engineer
B.Tech,AI,2020,7.86,15,ML Developer
M.Tech,AI,2017,6.09,5,Data Analyst
B.Tech,CSE,2020,6.95,19,Software Engineer
B.Tech,CSE,2017,9.14,19,Software Engineer
M.Tech,IT,2022,6.19,10,Software Engineer
B.Tech,ML,2017,5.53,5,Data Analyst
B.Tech,IT,2018,8.58,1,Software Engineer
M.Tech,CSE,2015,9.16,9,Software Engineer
B.Tech,IT,2023,6.8,13,Software Engineer
M.Tech,DS,2020,8.01,5,Data Analyst
M.Tech,IT,2021,8.41,16,Software Engineer
M.Tech,DS,2022,5.91,6,Data Analyst
B.Tech,AI,2016,6.22,11,Software Engineer
B.Tech,CSE,2019,8.28,20,Software Engineer
BCA,ML,2018,8.82,12,ML Developer
M.Tech,AI,2015,7.48,17,Data Scientist
BCA,IT,2015,5.74,13,Software Engineer
M.Tech,Other,2023,9.18,3,AI Developer
M.Tech,IT,2023,6.16,3,Software Engineer
B.Tech,IT,2018,6.4,9,Software Engineer
BCA,CSE,2018,7.21,8,Data Analyst
B.Tech,Other,2019,8.66,18,AI Developer
B.Tech,CSE,2016,7.82,5,Data Analyst
B.Tech,CSE,2024,7.3,19,Software Engineer
M.Tech,CE,2015,7.36,11,Software Engineer
BCA,CE,2022,6.85,4,Data Analyst
B.Tech,CSE,2023,7.47,19,Software Engineer
B.Tech,IT,2024,3.76,1,Data Analyst
PhD,CSE,2022,6.44,7,Data Analyst
Other,CSE,2021,7.09,20,Software Engineer
B.Tech,AI,2020,5.42,17,ML Developer
M.Tech,Other,2019,7.26,9,Data Analyst
B.Tech,CSE,2023,6.55,17,Software Engineer
B.Tech,IT,2017,8.91,16,Software Engineer
B.Tech,DS,2023,8.69,16,Data Analyst
B.Tech,ML,2019,6.24,4,ML Developer
B.Tech,AI,2017,6.62,7,Manager
BCA,CSE,2023,6.71,10,Software Engineer
B.Tech,IT,2016,6.26,10,Software Engineer
Other,CSE,2017,7.03,11,Software Engineer
B.Tech,ML,2017,5.89,6,Data Analyst
M.Tech,CSE,2023,5.44,16,Software Engineer
M.Tech,ML,2019,7.55,8,Data Scientist
M.Tech,DS,2019,7.56,12,Data Analyst
B.Tech,IT,2020,5.83,15,Software Engineer
B.Tech,AI,2021,7.87,1,ML Developer
B.Tech,Other,2020,6.04,5,ML Developer
BCA,CE,2018,7.1,7,Data Analyst
B.Tech,IT,2020,7.78,14,Software Engineer
BCA,CSE,2023,6.76,7,Software Engineer
M.Tech,IT,2019,7.35,4,Software Engineer
B.Tech,CSE,2022,6.18,19,Software Engineer
M.Tech,Other,2015,6.56,13,Data Scientist
Other,ML,2018,6.55,9,Data Analyst
M.Tech,CE,2015,5.9,11,Software Engineer
B.Tech,IT,2019,6.59,4,Data Analyst
B.Tech,ML,2020,4.94,14,Software Engineer
PhD,AI,2024,6.21,7,Data Scientist
B.Tech,CSE,2023,6.46,9,Software Engineer
M.Tech,ML,2015,6.49,5,Manager
PhD,AI,2020,6.51,12,Manager
BCA,CSE,2020,6.73,15,Software Engineer
B.Tech,IT,2018,7.38,9,Software Engineer
B.Tech,ML,2015,7.85,5,AI Developer
B.Tech,IT,2022,6.02,2,Software Engineer
Other,IT,2015,5.36,19,Software Engineer
B.Tech,CE,2023,5.55,11,Software Engineer
BCA,IT,2024,6.22,11,Software Engineer
M.Tech,ML,2024,6.38,3,Data Analyst
BCA,IT,2023,5.88,3,Data Analyst
M.Tech,Other,2016,5.24,14,AI Developer
M.Tech,DS,2017,6.25,11,Data Analyst
M.Tech,CSE,2023,7.02,14,Software Engineer
PhD,IT,2019,7.51,1,Data Analyst
B.Tech,CSE,2021,6.13,5,Data Analyst
PhD,AI,2020,6.3,18,Manager
M.Tech,CSE,2024,5.69,12,Software Engineer
PhD,ML,2024,6.76,5,Data Scientist
BCA,CSE,2017,5.78,4,Software Engineer
M.Tech,DS,2015,7.49,5,Data Analyst
Other,CSE,2020,4.66,8,Software Engineer
B.Tech,CSE,2019,6.37,8,Software Engineer
BCA,CE,2022,7.16,4,Data Analyst
B.Tech,DS,2018,7.02,13,Data Analyst
B.Tech,CSE,2021,10.0,19,Software Engineer
BCA,CE,2017,7.22,17,Software Engineer
Other,ML,2016,5.6,6,Software Engineer
B.Tech,IT,2024,6.69,12,Software Engineer
BCA,CSE,2018,4.67,7,Software Engineer
BCA,IT,2019,6.7,17,Software Engineer
B.Tech,IT,2015,5.8,13,Software Engineer
BCA,IT,2016,7.9,12,Software Engineer
B.Tech,CSE,2016,6.14,14,Software Engineer
Other,AI,2018,6.66,3,Data Scientist
M.Tech,IT,2022,6.04,1,Data Analyst
BCA,DS,2015,8.89,5,Data Scientist
B.Tech,CE,2023,6.41,5,Software Engineer
M.Tech,ML,2015,9.0,20,Data Scientist
PhD,AI,2020,7.78,20,ML Developer
B.Tech,CSE,2023,7.38,5,Software Engineer
B.Tech,DS,2017,7.24,1,Data Analyst
B.Tech,AI,2019,7.27,20,AI Developer
BCA,CSE,2022,4.49,2,Software Engineer
Other,CE,2021,6.47,20,Software Engineer
BCA,CSE,2016,7.81,1,Data Analyst
PhD,CE,2016,6.74,4,Data Analyst
M.Tech,IT,2023,5.11,15,Software Engineer
B.Tech,AI,2015,6.74,10,ML Developer
M.Tech,DS,2017,8.84,11,Data Scientist
B.Tech,AI,2016,8.3,16,ML Developer
BCA,AI,2017,6.73,8,Data Analyst
B.Tech,DS,2018,7.94,3,Data Scientist
BCA,CSE,2024,6.36,4,Software Engineer
B.Tech,CSE,2019,4.76,11,Software Engineer
BCA,IT,2024,5.69,17,Software Engineer
M.Tech,Other,2019,8.68,5,AI Developer
B.Tech,AI,2024,6.47,2,Data Scientist
Other,IT,2015,6.51,7,Software Engineer
B.Tech,AI,2018,6.44,6,ML Developer
B.Tech,AI,2022,9.08,12,AI Developer
PhD,Other,2021,8.75,15,Data Scientist
M.Tech,CSE,2022,9.46,4,Data Analyst
M.Tech,IT,2020,6.61,11,Software Engineer
Other,CSE,2020,7.15,16,Software Engineer
BCA,IT,2016,4.98,11,Software Engineer
BCA,CSE,2020,8.57,14,Software Engineer
M.Tech,Other,2017,5.4,4,Software Engineer
Other,ML,2016,7.06,18,ML Developer
B.Tech,CSE,2022,5.48,14,Software Engineer
M.Tech,DS,2023,6.09,6,Data Analyst
Other,Other,2018,5.8,5,Data Scientist
B.Tech,CE,2020,6.07,17,Software Engineer
M.Tech,CSE,2023,6.15,17,Software Engineer
B.Tech,IT,2023,6.14,8,Software Engineer
B.Tech,CSE,2017,7.8,20,Software Engineer
B.Tech,DS,2017,5.47,18,Data Scientist
M.Tech,DS,2019,7.06,2,Data Scientist
Other,CSE,2023,8.26,14,Software Engineer
PhD,IT,2017,6.18,10,Software Engineer
B.Tech,CSE,2023,5.94,10,Software Engineer
B.Tech,ML,2024,6.52,3,Manager
BCA,CSE,2022,8.22,6,Software Engineer
B.Tech,CSE,2021,7.03,13,Software Engineer
M.Tech,CSE,2020,6.16,3,Software Engineer
Other,CSE,2021,7.38,4,Software Engineer
B.Tech,CSE,2019,5.48,11,Software Engineer
B.Tech,CSE,2019,7.62,17,Software Engineer
B.Tech,AI,2022,7.29,8,ML Developer
B.Tech,CSE,2024,6.43,15,Software Engineer
B.Tech,DS,2020,5.79,9,Data Scientist
B.Tech,ML,2019,5.74,4,Data Scientist
M.Tech,AI,2022,7.44,10,AI Developer
B.Tech,Other,2024,8.27,20,AI Developer
B.Tech,ML,2022,6.04,14,ML Developer
B.Tech,CSE,2019,7.35,9,Software Engineer
Other,AI,2020,4.3,14,Data Scientist
BCA,Other,2016,6.1,1,Manager
BCA,IT,2024,6.76,16,Software Engineer
B.Tech,IT,2019,5.71,4,Data Analyst
M.Tech,ML,2021,5.68,20,Data Analyst
